,label,amount,day,day_id,month,month_id,year,type
636,F&d,22.5,Jeudi 15,15,Mai,5,2025,CARD_PAYMENT
637,DIS'Automatic,0.95,Vendredi 16,16,Mai,5,2025,CARD_PAYMENT
638,Unan Regie30 Sum,9.0,Jeudi 15,15,Mai,5,2025,CARD_PAYMENT
639,Intermarch̩,29.26,Vendredi 16,16,Mai,5,2025,CARD_PAYMENT
640,DIS'Automatic,0.65,Vendredi 16,16,Mai,5,2025,CARD_PAYMENT
641,DIS'Automatic,0.65,Vendredi 16,16,Mai,5,2025,CARD_PAYMENT
642,DIS'Automatic,0.7,Vendredi 16,16,Mai,5,2025,CARD_PAYMENT
643,DIS'Automatic,0.65,Vendredi 16,16,Mai,5,2025,CARD_PAYMENT
644,DIS'Automatic,0.65,Vendredi 16,16,Mai,5,2025,CARD_PAYMENT
645,DIS'Automatic,0.65,Vendredi 16,16,Mai,5,2025,CARD_PAYMENT
646,Acrocime,7.0,Dimanche 18,18,Mai,5,2025,CARD_PAYMENT
647,Papaia,14.5,Dimanche 18,18,Mai,5,2025,CARD_PAYMENT
648,Flash Net,3.6,Lundi 19,19,Mai,5,2025,CARD_PAYMENT
649,Flash Net,5.0,Lundi 19,19,Mai,5,2025,CARD_PAYMENT
650,Flash Net,2.4,Lundi 19,19,Mai,5,2025,CARD_PAYMENT
651,Flash Net,0.7,Lundi 19,19,Mai,5,2025,CARD_PAYMENT
652,Flash Net,0.7,Lundi 19,19,Mai,5,2025,CARD_PAYMENT
653,DIS'Automatic,1.1,Lundi 19,19,Mai,5,2025,CARD_PAYMENT
654,DIS'Automatic,0.7,Lundi 19,19,Mai,5,2025,CARD_PAYMENT
655,DIS'Automatic,0.7,Lundi 19,19,Mai,5,2025,CARD_PAYMENT
656,Intermarch̩,6.46,Lundi 19,19,Mai,5,2025,CARD_PAYMENT
657,DIS'Automatic,1.1,Mercredi 21,21,Mai,5,2025,CARD_PAYMENT
658,DIS'Automatic,0.65,Mercredi 21,21,Mai,5,2025,CARD_PAYMENT
659,DIS'Automatic,0.7,Mercredi 21,21,Mai,5,2025,CARD_PAYMENT
660,DIS'Automatic,0.7,Vendredi 23,23,Mai,5,2025,CARD_PAYMENT
661,DIS'Automatic,0.65,Vendredi 23,23,Mai,5,2025,CARD_PAYMENT
662,DIS'Automatic,0.95,Vendredi 23,23,Mai,5,2025,CARD_PAYMENT
663,DIS'Automatic,0.65,Vendredi 23,23,Mai,5,2025,CARD_PAYMENT
664,DIS'Automatic,0.65,Vendredi 23,23,Mai,5,2025,CARD_PAYMENT
665,DIS'Automatic,0.65,Vendredi 23,23,Mai,5,2025,CARD_PAYMENT
666,DIS'Automatic,0.7,Vendredi 23,23,Mai,5,2025,CARD_PAYMENT
667,DIS'Automatic,0.65,Vendredi 23,23,Mai,5,2025,CARD_PAYMENT
668,DIS'Automatic,0.65,Vendredi 23,23,Mai,5,2025,CARD_PAYMENT
669,DIS'Automatic,0.65,Vendredi 23,23,Mai,5,2025,CARD_PAYMENT
670,DIS'Automatic,0.95,Vendredi 23,23,Mai,5,2025,CARD_PAYMENT
671,DIS'Automatic,0.95,Vendredi 23,23,Mai,5,2025,CARD_PAYMENT
672,DIS'Automatic,0.7,Jeudi 22,22,Mai,5,2025,CARD_PAYMENT
673,DIS'Automatic,0.7,Jeudi 22,22,Mai,5,2025,CARD_PAYMENT
